"History" "Psychology" "Politics" "Mathematics" "Physics" "Internet" "PC" "Economy" "Biology" "Chemistry" "rPoetry" "Geography" "Languages" "Medicine" "Law" "Cars" "Art" "Religion" "Outdoor" "Dancing" "Instruments" "wPoetry" "sLeisure" "sCompetitive" "Gardening" "Celebrities" "Shopping" "SciTec" "Theatre" "Social" "sAdrenaline" "Pets" "Age" "Gender"
"556" 3 1 2 4 5 4 3 1 5 5 5 3 1 5 1 2 4 1 5 2 3 1 4 4 4 2 5 5 5 5 1 5 22 "male"
"557" 4 4 4 2 2 4 2 3 2 2 5 4 5 2 2 2 4 3 5 5 3 1 3 5 2 2 2 3 5 5 4 5 18 "female"
"558" 5 2 5 3 4 5 4 2 4 2 4 5 2 2 3 5 4 3 5 2 2 2 5 5 5 4 4 5 3 5 3 5 23 "male"
"559" 2 2 2 1 1 4 4 3 1 1 1 1 3 1 1 2 1 1 2 1 1 1 3 5 1 2 2 3 1 5 1 1 22 "male"
"560" 5 4 1 1 1 5 3 1 5 1 5 3 3 1 1 3 1 3 5 3 1 1 4 1 3 3 5 1 1 5 4 5 21 "female"
"561" 2 2 1 2 1 4 3 2 4 4 5 1 3 5 2 2 2 2 5 5 4 1 4 4 1 1 3 2 5 5 3 2 23 "female"
"562" 3 4 2 1 1 4 3 3 3 4 3 4 5 2 3 2 2 1 4 5 4 3 3 2 1 4 4 3 4 5 4 5 17 "female"
"563" 3 3 1 4 4 5 5 1 2 1 1 2 2 2 1 4 4 1 4 3 1 1 3 5 1 2 3 1 1 4 4 5 20 "male"
"564" 3 2 4 4 2 5 5 1 1 1 3 3 3 1 1 3 1 1 2 1 1 1 2 1 1 1 1 5 1 4 1 1 21 "male"
"565" 3 2 3 1 1 4 1 2 1 1 5 4 5 4 4 2 1 4 5 3 1 1 4 1 1 2 3 5 3 5 2 5 22 "female"
"566" 4 2 4 3 2 4 2 4 3 2 1 5 2 3 3 5 2 3 4 2 1 1 5 4 2 3 3 4 2 3 2 4 24 "male"
"567" 1 2 1 3 1 3 2 3 3 3 4 3 5 3 1 1 3 1 3 1 3 1 3 3 1 1 3 2 3 4 2 1 19 "female"
"568" 5 5 5 5 5 4 5 4 5 5 5 5 5 5 3 3 5 3 5 5 4 4 5 5 3 2 5 4 4 5 5 5 18 "female"
"569" 1 5 1 1 1 5 2 3 1 1 1 1 4 3 1 1 3 1 5 1 1 2 4 1 2 1 5 4 4 5 3 3 24 "female"
"570" 1 3 3 5 3 5 5 4 1 1 1 1 3 1 4 4 2 1 5 4 4 1 5 5 1 1 2 4 1 5 5 4 22 "male"
"571" 2 2 4 3 3 5 2 5 2 2 2 1 4 2 3 1 3 1 5 3 5 3 5 1 2 1 2 1 2 5 1 2 20 "male"
"572" 5 4 2 2 1 3 2 2 2 1 4 4 5 3 2 1 4 2 5 2 1 4 3 2 1 4 3 2 3 5 3 1 20 "female"
"573" 4 4 1 2 2 4 2 3 2 1 4 3 3 3 2 3 3 1 3 2 1 4 4 2 2 3 4 2 3 4 2 4 19 "female"
"574" 3 2 1 4 2 4 3 4 2 1 3 1 4 3 1 3 2 4 4 2 1 1 3 1 1 2 4 3 4 5 2 5 21 "female"
"575" 4 3 2 3 3 3 3 1 2 2 4 4 2 2 1 1 4 3 4 3 3 3 4 4 4 1 2 3 4 5 4 1 25 "male"
"576" 3 2 2 1 1 5 2 3 4 2 4 5 4 5 1 3 2 3 5 5 1 2 4 4 4 3 4 4 3 4 2 2 28 "female"
"577" 4 4 4 1 1 5 4 1 2 1 3 3 4 1 2 2 5 1 5 2 2 1 4 3 2 1 3 4 5 5 5 5 20 "female"
"578" 3 4 3 1 1 3 3 1 1 1 4 3 5 1 1 1 5 1 5 1 3 4 5 3 1 1 1 3 4 5 5 5 20 "female"
"579" 5 4 4 2 2 5 4 2 2 1 2 2 3 2 2 2 3 5 5 2 3 1 5 3 4 1 1 3 3 5 4 4 23 "male"
"580" 4 4 2 2 2 4 3 2 4 2 2 4 4 2 2 4 4 2 4 2 2 2 4 4 2 2 4 3 2 4 3 3 21 "male"
"581" 3 4 3 2 2 3 3 3 2 2 4 3 4 2 3 3 2 2 4 4 1 1 2 3 2 2 3 3 2 4 3 4 23 "female"
"582" 3 4 3 3 3 4 4 3 3 3 2 3 4 3 3 4 4 2 5 5 4 1 2 4 2 4 4 3 4 5 2 5 22 "female"
"583" 3 2 3 1 1 4 2 2 2 2 3 1 4 3 3 3 4 1 4 2 1 1 4 4 1 3 4 3 5 4 1 5 28 "female"
"584" 3 5 2 1 1 5 3 1 2 2 5 2 4 2 2 1 3 1 3 1 1 2 4 2 3 4 3 2 3 4 1 5 22 "female"
"585" 1 2 4 3 3 4 5 5 2 2 3 3 3 1 3 3 1 1 4 1 1 1 5 5 1 1 2 4 3 5 4 3 18 "male"
"586" 3 3 2 2 2 5 3 2 2 2 5 2 1 2 2 2 3 2 4 5 2 3 3 1 3 4 5 2 5 5 2 2 25 "female"
"587" 3 1 1 1 1 5 1 1 1 1 1 3 4 1 5 2 3 1 4 1 1 1 5 5 2 4 3 3 5 5 2 3 20 "female"
"588" 5 3 1 2 2 5 5 1 3 2 4 4 4 3 2 2 5 2 5 2 1 1 5 4 2 1 1 5 5 5 5 5 23 "female"
"589" 3 4 2 1 1 5 4 1 2 1 5 5 5 3 1 1 5 4 5 2 4 3 1 5 3 2 3 3 3 5 2 5 21 "female"
"590" 4 4 1 3 2 5 3 3 5 4 5 5 4 5 3 4 2 1 5 5 1 1 3 5 1 2 3 4 3 5 5 5 25 "female"
"591" 3 4 1 2 4 5 4 3 5 3 5 5 5 5 3 4 4 3 5 3 1 1 1 5 4 1 3 5 5 5 3 3 28 "female"
"592" 3 3 2 4 2 4 4 2 2 1 3 4 3 2 2 4 2 4 4 1 1 1 4 1 1 2 3 4 3 4 3 5 19 "male"
"593" 4 4 1 1 1 4 4 2 5 3 5 5 3 5 4 3 1 4 5 3 3 1 3 3 5 3 3 3 3 5 1 5 30 "female"
"594" 2 1 1 3 1 5 5 3 4 1 2 3 3 3 2 3 3 4 5 4 3 2 5 4 5 4 5 1 2 4 1 3 28 "female"
"595" 3 3 3 2 1 4 3 2 3 2 4 3 4 5 4 3 4 2 3 4 5 4 3 3 2 4 4 4 3 4 3 5 19 "female"
"596" 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 21 "male"
"597" 3 2 3 1 3 5 5 3 1 2 3 4 5 1 2 5 4 1 4 3 3 2 5 5 1 2 4 5 4 5 5 2 19 "male"
"598" 3 5 1 3 1 5 5 1 5 3 5 3 3 3 1 1 3 3 3 2 1 3 3 3 1 3 5 1 3 3 1 1 18 "female"
"599" 5 3 3 3 1 4 3 5 2 5 3 4 5 2 4 5 4 2 2 3 2 1 3 3 1 3 4 2 2 4 2 5 18 "male"
"600" 4 4 3 3 2 4 4 4 3 2 5 5 5 3 2 5 3 1 4 3 3 2 5 5 2 2 2 4 4 4 2 2 18 "male"
"601" 3 2 1 1 1 4 3 1 1 1 4 3 5 1 1 5 2 1 3 4 1 1 1 4 1 2 4 2 2 5 4 3 17 "female"
"602" 5 5 5 3 3 5 4 3 3 1 5 5 4 4 2 2 4 4 4 2 5 5 5 4 1 2 3 4 3 5 2 3 21 "male"
"603" 5 5 5 5 3 5 5 3 2 2 2 4 5 1 3 4 3 5 4 3 5 1 4 5 1 2 2 5 2 5 3 1 21 "male"
"604" 4 5 2 2 2 4 2 3 2 1 4 1 4 2 3 2 4 1 4 4 1 1 3 4 1 3 3 2 5 5 3 5 23 "female"
"605" 3 3 2 2 1 3 2 3 2 1 1 4 5 3 3 1 1 3 5 5 2 3 2 3 1 1 2 2 4 5 1 3 18 "female"
"606" 2 1 2 4 1 4 3 5 2 1 5 4 5 1 3 2 2 2 3 1 1 4 4 1 2 3 3 1 2 3 1 1 20 "female"
"607" 3 5 3 1 2 5 3 2 4 3 2 2 5 3 2 1 2 2 5 5 1 2 2 5 3 5 5 1 3 5 4 2 19 "female"
"608" 2 3 2 1 1 4 2 1 2 1 1 5 4 3 1 2 2 2 3 5 2 1 4 5 5 4 4 2 3 5 2 1 20 "female"
"609" 3 3 1 1 1 5 2 2 1 1 5 1 2 1 1 5 1 3 3 1 1 1 2 1 4 2 2 1 1 4 1 5 26 "female"
"610" 5 5 3 3 3 5 3 1 4 3 3 4 3 5 1 2 2 2 5 3 1 2 1 5 2 1 2 3 3 3 5 5 21 "female"
"611" 5 5 5 5 5 5 5 3 2 2 3 5 3 3 1 5 2 5 3 3 4 2 3 1 1 1 1 5 5 5 2 2 19 "male"
"612" 3 2 2 1 1 5 5 3 3 3 2 5 3 3 3 3 2 2 4 1 4 1 5 5 3 3 2 3 2 5 5 5 23 "male"
"613" 2 4 1 1 1 4 3 2 3 1 1 5 5 3 2 2 1 3 5 5 1 1 2 5 1 3 4 2 3 5 5 4 21 "female"
"614" 4 5 3 4 5 5 3 2 3 1 2 4 5 5 3 4 5 3 5 4 5 3 5 5 2 3 5 5 5 5 5 5 22 "female"
"615" 2 3 1 3 2 3 2 2 5 4 5 4 2 4 2 2 4 2 5 2 3 2 1 5 1 2 3 4 4 4 4 2 21 "female"
"616" 2 3 3 3 3 4 4 3 1 1 2 2 3 2 4 5 2 1 2 2 1 1 2 3 1 1 2 3 1 5 3 5 23 "male"
"617" 2 2 2 1 1 3 3 1 1 1 3 3 5 1 1 5 3 2 4 3 1 1 1 3 1 4 5 2 3 5 5 3 17 "female"
"618" 3 5 2 5 4 3 3 3 3 4 4 1 3 2 2 1 2 1 1 1 1 1 4 2 1 1 3 2 5 5 5 2 20 "female"
"619" 3 2 1 1 1 3 1 1 1 1 3 1 3 1 1 2 2 2 4 1 1 1 3 2 2 3 3 2 3 3 2 5 22 "female"
"620" 1 5 1 1 1 5 4 1 3 1 2 3 5 3 1 1 4 5 4 1 3 1 4 3 2 3 4 4 4 5 1 3 20 "female"
"621" 5 4 4 1 1 3 1 1 4 1 5 3 5 2 3 2 4 3 4 5 4 4 3 3 1 1 3 1 5 5 2 3 19 "female"
"622" 3 3 2 3 2 4 4 4 3 3 5 3 5 4 3 3 3 3 5 4 1 1 3 5 5 4 3 2 5 5 4 5 25 "female"
"623" 4 1 3 2 3 4 5 3 4 3 3 3 3 3 2 3 1 1 2 1 2 1 4 5 2 1 3 5 2 4 1 5 29 "male"
"624" 5 5 5 5 5 4 4 4 4 4 3 4 4 4 5 3 2 3 5 3 4 3 4 3 2 1 4 4 5 4 2 2 29 "male"
"625" 3 3 1 3 1 4 1 1 4 3 3 3 5 1 1 2 5 1 5 3 2 2 4 1 3 1 3 1 4 5 1 5 17 "female"
"626" 3 3 2 1 1 4 4 1 5 5 3 4 5 4 2 3 3 2 5 2 5 2 5 5 3 3 3 3 4 5 3 4 17 "female"
"627" 3 3 2 4 2 4 4 3 2 1 2 2 3 1 1 1 1 3 1 1 1 1 1 5 1 2 2 3 1 4 2 3 19 "male"
"628" 5 4 3 2 3 3 4 1 5 3 5 5 3 2 1 2 4 5 5 2 4 5 3 5 5 3 4 4 5 5 5 1 18 "female"
"629" 1 1 4 3 2 3 1 3 5 5 1 5 5 5 1 2 5 3 5 5 5 1 5 1 3 1 1 4 5 5 4 1 20 "female"
"630" 3 3 3 2 2 2 2 1 1 1 3 4 5 1 2 2 4 1 5 3 3 5 2 4 1 1 3 2 5 4 2 1 21 "female"
"631" 5 3 4 3 1 4 1 3 2 1 5 2 5 2 5 2 3 2 4 2 1 1 4 1 2 1 3 2 5 5 1 1 18 "female"
"632" 2 4 2 2 2 3 1 1 2 1 1 1 2 1 1 1 2 1 3 3 1 1 3 2 1 3 2 1 3 4 1 2 19 "female"
"633" 5 3 5 1 3 4 3 4 1 1 1 5 5 1 4 3 2 2 4 1 1 5 4 3 1 4 2 4 3 5 5 3 19 "male"
"634" 1 1 1 3 3 5 3 1 1 1 1 2 1 1 1 5 1 1 1 1 5 3 1 5 1 2 2 5 1 5 2 1 19 "male"
"635" 5 3 2 5 1 5 5 5 1 1 4 1 4 1 1 3 3 1 5 2 1 2 5 5 1 5 5 5 5 5 5 5 18 "female"
"636" 4 4 2 4 4 5 5 3 5 5 3 3 4 5 3 3 2 1 4 2 1 2 5 5 2 1 2 4 3 5 5 5 18 "male"
"637" 5 5 5 1 1 2 2 2 4 3 5 5 5 5 2 3 5 3 5 3 5 1 2 1 1 2 1 3 5 4 5 5 16 "female"
"638" 4 2 3 4 2 5 4 5 2 1 5 4 5 2 3 2 2 3 1 4 1 1 3 4 1 4 3 2 3 5 2 1 18 "female"
"639" 5 4 5 3 2 5 2 3 2 2 5 5 5 2 3 1 2 2 5 5 1 1 2 5 1 1 3 1 2 5 4 1 19 "female"
"640" 5 5 5 5 3 3 3 5 2 2 5 5 5 3 4 1 3 3 5 5 5 2 5 5 4 2 5 5 4 4 2 5 24 "female"
"641" 3 2 1 5 3 3 3 1 1 2 5 1 4 1 1 1 3 5 4 4 5 1 4 4 2 1 2 1 3 4 1 1 19 "female"
"642" 4 4 1 1 1 5 2 2 3 2 5 3 5 3 2 1 4 2 5 5 5 4 3 4 2 3 4 1 3 5 3 5 21 "female"
"643" 1 1 3 4 4 5 5 3 1 2 1 3 5 1 2 5 1 3 3 4 1 1 5 5 1 1 3 4 1 5 5 4 23 "male"
"644" 5 4 5 5 5 5 5 5 3 2 1 5 5 4 4 4 2 5 4 3 3 1 5 5 1 1 3 5 2 5 5 4 23 "male"
"645" 4 3 5 3 2 5 4 5 3 1 3 5 4 3 4 5 3 4 4 3 3 2 3 5 3 4 4 4 3 5 5 4 17 "male"
"646" 5 1 1 5 3 3 1 5 5 5 5 2 5 4 2 1 5 4 5 3 5 1 2 1 1 1 2 2 5 5 3 1 18 "female"
"647" 3 5 3 4 3 5 4 5 4 1 5 4 5 4 4 2 3 5 5 4 3 4 3 5 1 1 3 4 4 5 4 1 26 "male"
"648" 1 2 2 3 3 4 5 4 2 2 2 1 3 2 2 2 2 1 2 1 1 1 4 4 1 1 1 4 3 5 4 2 22 "male"
"649" 3 1 1 1 3 4 4 1 5 5 5 1 4 5 1 4 3 5 5 1 5 3 5 1 2 1 3 5 4 5 5 3 22 "male"
"650" 4 4 3 4 4 5 5 3 2 2 1 3 3 2 2 5 2 4 3 3 1 1 3 2 1 1 2 5 2 4 3 4 25 "male"
"651" 1 1 1 5 1 5 3 3 2 2 1 4 4 1 1 1 2 1 4 1 1 1 3 4 1 3 4 2 4 5 2 4 21 "female"
"652" 5 4 2 1 2 1 4 1 5 2 5 5 3 2 1 2 5 5 5 3 5 5 2 4 5 2 4 3 5 4 4 1 18 "female"
"653" 4 4 1 1 1 4 3 1 3 2 1 4 5 3 4 1 3 1 5 1 5 3 3 3 1 3 3 3 2 4 2 4 17 "male"
"654" 4 5 2 4 3 3 3 2 3 2 2 2 2 5 3 5 5 5 2 5 1 3 2 5 4 2 5 5 5 5 5 1 22 "female"
"655" 2 2 1 1 1 5 2 1 1 1 5 3 4 2 2 1 5 2 5 2 5 2 1 2 1 5 5 2 5 5 1 1 21 "female"
"656" 3 5 1 3 1 4 2 4 5 4 1 1 5 4 4 1 3 2 1 5 1 1 2 3 2 5 5 4 4 5 2 1 21 "female"
"657" 4 4 4 1 1 3 1 2 1 1 5 3 5 3 1 1 2 3 5 4 5 1 2 1 2 2 2 2 4 5 2 5 19 "female"
"658" 3 2 4 4 3 4 4 3 3 2 4 4 5 2 2 4 3 4 3 3 3 2 4 4 2 3 2 4 2 5 4 2 26 "male"
"659" 5 4 3 3 3 5 5 3 3 3 5 4 4 2 2 3 2 3 5 3 2 2 3 2 2 3 4 4 2 5 3 5 25 "male"
"660" 2 4 1 1 4 4 1 2 5 5 3 3 5 5 1 1 4 5 1 5 1 1 4 5 1 2 4 5 4 5 5 4 19 "female"
"661" 2 2 1 3 4 4 5 3 2 3 1 3 4 2 1 5 1 1 4 1 1 1 5 5 3 1 4 5 2 3 4 4 20 "male"
"662" 4 3 5 3 3 3 3 5 2 1 5 4 5 3 4 1 2 4 5 5 1 1 1 4 1 3 4 2 4 5 3 1 25 "female"
"663" 2 2 3 3 3 5 5 1 1 1 2 2 3 1 1 5 1 1 1 1 1 1 5 5 1 1 2 5 1 5 5 2 23 "male"
"664" 5 3 5 3 3 4 4 4 2 2 4 5 5 4 4 5 2 3 4 1 3 1 5 5 1 1 4 4 2 5 5 5 24 "male"
"665" 3 4 1 2 2 3 1 2 5 5 5 3 5 5 1 1 2 1 2 3 2 2 3 2 4 1 4 3 4 5 1 2 19 "female"
"666" 2 5 1 3 4 5 5 1 3 3 2 3 5 4 3 5 2 3 3 1 1 1 5 5 1 2 2 5 1 4 5 3 18 "male"
"667" 4 4 4 3 3 4 4 2 5 5 1 3 5 5 2 5 2 2 3 5 4 5 5 4 5 4 4 3 4 3 2 4 25 "female"
"668" 3 2 4 3 1 1 1 1 4 4 4 4 4 5 3 3 3 3 4 5 5 5 5 3 4 4 4 3 3 3 3 3 22 "male"
"669" 3 3 3 2 2 4 4 5 2 2 1 3 3 2 4 3 1 1 2 1 1 1 1 1 1 2 3 3 1 4 3 4 26 "male"
"670" 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 19 "female"
"671" 1 2 3 2 3 4 3 2 1 2 3 4 3 2 1 2 3 4 5 4 3 2 1 2 3 4 5 4 3 2 1 2 16 "female"
"672" 3 2 4 3 1 5 4 4 2 2 2 3 3 2 2 5 2 3 2 1 1 1 2 1 1 1 1 5 2 5 3 1 18 "male"
"673" 3 4 3 1 1 4 3 1 3 1 3 4 4 1 2 3 2 3 4 4 3 2 3 3 3 4 5 2 3 5 3 4 20 "female"
"674" 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 2 4 4 2 2 2 4 1 3 3 2 2 5 5 4 17 "female"
"675" 4 3 4 2 1 5 1 3 2 2 5 4 5 1 2 2 3 3 5 5 1 1 3 5 1 1 1 2 3 5 3 1 20 "female"
"676" 3 4 2 2 2 5 5 4 3 1 4 5 5 3 3 3 5 3 5 5 4 4 3 4 4 4 5 5 5 5 5 5 19 "female"
"677" 5 3 5 1 1 5 5 5 2 1 1 3 5 3 2 5 3 3 5 3 5 5 1 5 3 3 3 5 3 5 5 3 25 "male"
"678" 2 3 1 2 1 5 1 2 1 1 3 1 3 1 1 3 3 1 4 2 2 1 5 5 1 5 5 1 5 5 3 5 18 "female"
"679" 5 5 4 2 2 5 3 3 3 2 5 2 4 2 2 2 5 4 5 5 1 2 4 5 5 3 5 4 5 5 2 5 17 "female"
"680" 5 4 4 4 1 4 3 5 2 5 3 4 5 3 4 4 3 2 2 3 2 2 3 3 1 3 4 3 2 3 3 5 18 "male"
"681" 5 5 2 1 1 2 2 1 5 3 5 1 3 3 1 1 4 1 4 2 1 2 1 5 5 2 3 1 5 5 4 5 20 "female"
"682" 2 5 1 3 3 5 4 3 5 4 5 3 5 5 3 3 5 1 3 1 2 5 3 3 4 2 4 5 3 5 3 5 17 "female"
"683" 4 5 5 2 2 4 2 2 5 5 2 3 4 5 2 5 4 1 5 5 3 1 5 2 1 3 3 4 4 2 1 1 19 "male"
"684" 5 3 4 1 1 4 3 3 2 1 3 4 5 3 5 4 3 2 3 1 1 1 5 5 1 3 4 1 3 4 4 4 19 "male"
"685" 4 2 4 2 2 5 1 2 5 5 4 2 3 5 4 5 2 3 5 2 1 1 4 2 1 1 2 3 3 5 4 1 19 "male"
"686" 5 4 5 3 2 4 1 2 1 1 4 3 3 2 5 4 3 3 4 2 1 1 4 5 1 3 4 2 3 5 5 2 16 "male"
"687" 2 3 3 1 1 3 2 4 3 2 3 2 4 3 4 1 2 1 3 2 1 1 3 5 1 2 3 1 3 5 3 1 18 "female"
"688" 3 2 1 1 1 5 5 3 4 2 4 3 4 1 3 3 5 3 2 5 1 1 5 1 3 5 5 4 4 5 3 5 19 "male"
"689" 3 4 1 3 4 4 2 1 5 5 2 1 4 4 1 1 2 2 3 4 3 5 2 2 2 1 2 5 2 4 3 1 20 "female"
"690" 3 5 2 1 1 4 4 2 3 1 4 3 3 5 2 1 4 5 2 3 3 4 1 3 1 1 5 3 1 3 1 1 19 "female"
"691" 4 3 2 1 1 4 3 3 3 1 1 2 2 1 1 5 1 3 3 1 1 1 1 5 1 3 4 5 1 5 5 3 21 "male"
"692" 3 3 3 4 4 2 4 3 5 1 5 3 4 2 4 3 4 2 4 3 4 2 4 2 3 4 4 3 3 5 3 2 24 "male"
"693" 2 1 2 1 1 3 2 1 1 1 1 1 1 1 1 5 1 1 4 1 1 1 5 5 1 2 3 1 2 5 4 5 23 "male"
"694" 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 3 2 5 5 3 2 2 4 1 5 5 5 4 5 5 5 30 "female"
"695" 3 4 4 4 4 3 4 4 2 1 1 3 4 3 4 4 5 3 5 4 4 4 4 4 5 4 3 5 4 2 5 4 27 "male"
"696" 2 2 3 2 1 5 5 4 1 1 1 1 3 2 2 5 1 1 5 1 1 1 3 5 1 5 4 1 1 5 5 1 19 "male"
"697" 5 4 5 2 2 5 2 3 2 1 3 5 5 4 5 4 2 3 2 5 4 1 5 3 1 3 3 4 2 5 1 1 18 "female"
"698" 4 2 3 4 3 5 5 2 3 2 5 3 4 3 2 3 4 2 4 2 3 3 3 2 4 3 3 4 5 4 3 5 18 "male"
"699" 1 1 2 4 3 4 4 1 5 5 3 4 3 5 1 1 1 4 5 1 1 1 2 5 1 1 4 4 5 5 3 1 17 "male"
"700" 2 1 1 1 2 3 2 1 1 1 1 3 2 1 1 5 1 1 5 1 1 1 5 5 1 1 1 5 1 5 5 2 30 "female"
"701" 3 3 1 1 1 4 2 1 4 1 3 5 5 1 1 2 1 1 4 5 2 3 4 5 2 2 4 3 3 5 3 4 19 "female"
"702" 1 3 3 1 1 5 2 3 1 1 5 3 5 1 1 4 4 2 4 2 5 5 5 4 4 3 4 3 5 5 5 5 21 "female"
"703" 5 4 3 1 1 5 3 3 4 4 5 5 5 3 2 1 5 3 4 4 5 4 3 4 1 5 5 2 4 5 3 4 17 "female"
"704" 3 3 5 1 1 5 2 5 1 1 2 4 4 1 4 5 2 1 5 1 1 1 4 2 2 3 4 3 4 5 3 5 20 "male"
"705" 2 2 1 1 1 5 3 2 1 1 1 4 3 1 1 3 1 1 4 1 1 1 5 5 1 1 4 3 2 5 5 1 20 "male"
"706" 4 3 5 1 1 4 5 1 1 1 1 3 5 1 2 5 1 2 4 1 1 1 1 1 1 1 5 5 1 5 5 1 18 "male"
"707" 4 4 2 1 1 3 3 3 3 1 5 3 3 3 3 2 5 3 5 3 5 5 4 3 2 4 2 4 5 5 4 5 20 "male"
"708" 4 5 4 2 3 3 3 2 4 2 5 4 4 4 3 2 4 3 4 2 3 4 3 4 3 1 2 5 4 5 3 5 20 "male"
"709" 5 1 1 1 1 5 3 5 1 1 1 5 2 1 5 5 1 1 5 3 1 3 5 5 5 1 5 3 1 5 2 4 17 "female"
"710" 3 1 1 1 1 5 3 1 1 1 1 3 2 1 1 5 1 2 5 3 1 1 5 5 1 1 4 4 1 5 2 5 19 "male"
"711" 3 4 3 3 2 5 3 4 3 2 5 2 5 3 1 5 5 4 5 5 3 3 3 3 2 3 5 3 5 5 4 5 20 "female"
"712" 5 4 5 3 3 5 4 4 3 2 2 4 5 2 4 4 3 4 5 3 5 1 4 3 5 5 5 5 5 5 5 5 21 "male"
"713" 1 1 4 1 1 5 5 1 4 1 1 5 1 4 1 1 3 1 3 3 4 4 5 5 4 1 1 1 3 3 4 2 23 "male"
"714" 4 2 4 1 1 4 5 5 3 1 1 5 5 1 1 3 1 3 5 1 1 1 5 5 5 2 2 4 1 5 5 4 24 "male"
"715" 3 3 3 3 3 5 3 2 5 5 2 4 4 5 3 5 2 2 4 3 1 1 4 1 2 2 3 3 3 5 2 5 17 "female"
"716" 2 5 1 3 1 5 2 3 1 1 3 4 5 1 1 2 1 1 4 3 1 1 2 3 1 4 4 1 4 5 1 1 18 "female"
"717" 5 4 1 1 1 5 5 1 4 3 2 1 5 3 1 3 3 4 5 1 5 3 1 1 1 3 3 5 4 5 1 5 17 "male"
"718" 4 2 2 1 1 3 2 5 1 1 5 2 4 1 1 1 2 1 1 1 1 3 3 1 2 4 3 1 2 5 2 4 19 "female"
"719" 4 4 3 1 1 4 3 5 1 1 1 3 3 1 2 2 2 1 2 1 4 5 3 3 1 3 4 3 2 5 5 1 21 "male"
"720" 5 1 1 1 1 3 3 1 1 1 5 3 5 1 1 1 2 1 2 1 3 1 2 1 1 1 1 1 5 5 1 5 29 "female"
"721" 2 2 1 2 1 4 4 1 2 1 3 2 3 1 1 1 4 1 5 1 5 1 3 1 3 1 3 3 3 4 1 5 21 "female"
"722" 4 3 1 1 1 3 2 1 4 1 4 4 5 3 1 1 5 3 4 2 5 2 5 2 2 3 4 2 5 5 3 1 20 "female"
"723" 2 3 2 1 1 4 2 3 2 1 5 3 4 3 2 1 5 1 4 2 3 1 3 1 1 4 5 1 4 5 1 2 20 "female"
"724" 2 1 4 3 2 5 3 3 2 2 3 2 4 2 2 3 2 4 3 1 1 2 3 4 1 3 1 2 3 4 2 2 19 "male"
"725" 3 4 5 2 1 5 4 5 3 1 5 4 5 3 5 1 4 5 3 5 2 1 2 4 1 2 2 4 5 4 1 2 20 "female"
"726" 4 3 3 3 2 5 3 4 3 3 3 3 5 3 5 5 5 4 4 3 2 2 4 1 2 4 4 4 4 5 4 3 17 "female"
"727" 3 3 3 1 2 2 2 1 4 3 5 5 5 4 1 1 5 4 4 1 2 3 2 1 5 1 5 1 5 5 1 2 20 "female"
"728" 3 5 5 2 4 5 3 5 2 2 5 2 4 2 4 1 4 1 4 1 2 1 4 3 1 1 3 3 5 5 1 1 19 "male"
"729" 2 2 3 1 2 3 3 4 4 2 3 3 5 4 3 4 3 2 3 1 1 1 3 5 2 2 3 4 3 4 2 3 21 "male"
"730" 4 1 1 4 4 5 5 2 1 1 2 4 3 1 1 3 1 1 5 2 1 1 5 5 1 1 1 3 2 5 1 1 19 "male"
"731" 2 3 4 1 1 4 4 3 3 3 4 4 4 2 2 5 1 1 4 1 5 2 5 5 1 4 4 5 3 4 4 4 19 "male"
"732" 2 1 1 1 1 5 2 4 3 1 2 3 3 1 4 2 3 1 4 5 2 1 5 4 1 2 3 2 3 5 3 5 21 "female"
"733" 2 3 3 1 1 5 2 4 2 1 2 2 4 3 5 3 2 1 3 3 1 1 1 4 1 3 5 2 4 5 2 5 23 "female"
"734" 1 4 3 3 2 5 3 2 2 2 3 3 2 2 2 3 1 1 3 3 3 3 4 3 2 5 4 3 3 4 3 3 24 "female"
"735" 3 1 1 1 1 4 4 2 2 2 3 2 5 2 2 3 1 1 1 5 5 5 5 5 1 1 1 1 1 5 4 1 19 "male"
"736" 5 2 3 2 2 3 5 1 1 1 5 2 3 1 1 2 1 1 3 2 2 1 5 3 2 1 4 5 4 5 2 4 24 "female"
"737" 5 3 5 1 1 5 3 5 1 1 5 5 5 4 5 5 3 5 5 4 1 2 5 5 3 4 5 5 4 5 5 5 20 "female"
"738" 5 4 5 5 5 5 5 5 2 1 5 1 5 3 3 4 5 5 5 4 4 5 5 5 5 3 3 4 5 4 4 4 30 "male"
"739" 5 3 3 2 1 3 3 2 1 3 5 4 5 1 3 3 3 1 4 2 1 3 2 3 1 4 4 1 3 5 2 4 20 "female"
"740" 2 1 1 2 2 5 4 3 1 1 3 2 5 2 1 3 2 2 3 5 2 1 2 2 2 1 5 2 2 5 2 5 23 "female"
"741" 1 5 2 1 2 5 3 5 2 2 1 2 3 1 2 1 2 1 2 2 2 1 5 1 2 1 4 3 1 5 4 2 19 "male"
